"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1158167855)', 'id': 1158167855, 'dn': 'CVPR: Computer Vision and Pattern Recognition', 'sn': 'cvpr', 'norm': '', 'd': '', 'pc': 7843, 'pcby': [], 'ccnt': 1277767, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -9.4172058869, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1162793720)', 'id': 1162793720, 'dn': 'ICFP: International Conference on Functional Programming', 'sn': 'icfp', 'norm': '', 'd': '', 'pc': 319, 'pcby': [], 'ccnt': 44576, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.817368541, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1172379331)', 'id': 1172379331, 'dn': 'AIED: Artificial Intelligence in Education', 'sn': 'aied', 'norm': '', 'd': '', 'pc': 286, 'pcby': [], 'ccnt': 29121, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8202984579, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1175428454)', 'id': 1175428454, 'dn': 'ASSETS: Conference on Computers and Accessibility', 'sn': 'assets', 'norm': '', 'd': '', 'pc': 335, 'pcby': [], 'ccnt': 19322, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8231464583, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1189675953)', 'id': 1189675953, 'dn': 'CICC: Custom Integrated Circuits Conference', 'sn': 'cicc', 'norm': '', 'd': '', 'pc': 327, 'pcby': [], 'ccnt': 60900, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.825518258, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1137793517)', 'id': 1137793517, 'dn': 'PAM: Passive and Active Network Measurement', 'sn': 'pam', 'norm': '', 'd': '', 'pc': 229, 'pcby': [], 'ccnt': 11101, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8261749694, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1186985151)', 'id': 1186985151, 'dn': 'ICCD: International Conference on Computer Design', 'sn': 'iccd', 'norm': '', 'd': '', 'pc': 335, 'pcby': [], 'ccnt': 42177, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8604676364, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1203052477)', 'id': 1203052477, 'dn': 'ECRTS: Euromicro Conference on Real-Time Systems', 'sn': 'ecrts', 'norm': '', 'd': '', 'pc': 280, 'pcby': [], 'ccnt': 17797, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8666649323, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1191550517)', 'id': 1191550517, 'dn': 'MoDELS: Model Driven Engineering Languages and Systems', 'sn': 'models', 'norm': '', 'd': '', 'pc': 312, 'pcby': [], 'ccnt': 20515, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8757830339, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1140348717)', 'id': 1140348717, 'dn': 'SIGSPATIAL: Advances in Geographic Information Systems', 'sn': 'sigspatial', 'norm': '', 'd': '', 'pc': 266, 'pcby': [], 'ccnt': 27053, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8767870697, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1134031032)', 'id': 1134031032, 'dn': 'MDM: Mobile Data Management', 'sn': 'mdm', 'norm': '', 'd': '', 'pc': 263, 'pcby': [], 'ccnt': 17326, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8878423348, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1174915412)', 'id': 1174915412, 'dn': 'EC: Electronic Commerce', 'sn': 'ec', 'norm': '', 'd': '', 'pc': 179, 'pcby': [], 'ccnt': 37290, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8918999929, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1162831978)', 'id': 1162831978, 'dn': 'ECAI: European Conference on Artificial Intelligence', 'sn': 'ecai', 'norm': '', 'd': '', 'pc': 335, 'pcby': [], 'ccnt': 39349, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8922678086, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1159477486)', 'id': 1159477486, 'dn': 'SPAA: ACM Symposium on Parallel Algorithms and Architectures', 'sn': 'spaa', 'norm': '', 'd': '', 'pc': 272, 'pcby': [], 'ccnt': 32620, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8938132278, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1134069326)', 'id': 1134069326, 'dn': 'CAiSE: Conference on Advanced Information Systems Engineering', 'sn': 'caise', 'norm': '', 'd': '', 'pc': 275, 'pcby': [], 'ccnt': 31423, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8982841446, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1131239835)', 'id': 1131239835, 'dn': 'CMC: Communications and Mobile Computing', 'sn': 'cmc', 'norm': '', 'd': '', 'pc': 251, 'pcby': [], 'ccnt': 18121, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.8991419344, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1125350492)', 'id': 1125350492, 'dn': 'AVSS: Advanced Video and Signal Based Surveillance', 'sn': 'avss', 'norm': '', 'd': '', 'pc': 304, 'pcby': [], 'ccnt': 17319, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9013496458, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2624381848)', 'id': 2624381848, 'dn': 'IEDM: International Electron Devices Meeting', 'sn': 'iedm', 'norm': '', 'd': '', 'pc': 207, 'pcby': [], 'ccnt': 189526, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9022154274, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1165622107)', 'id': 1165622107, 'dn': 'ITC: International Test Conference', 'sn': 'itc', 'norm': '', 'd': '', 'pc': 356, 'pcby': [], 'ccnt': 83388, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9042539978, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1169468209)', 'id': 1169468209, 'dn': 'WiOpt: Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks', 'sn': 'wiopt', 'norm': '', 'd': '', 'pc': 298, 'pcby': [], 'ccnt': 12891, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9160365442, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1137528458)', 'id': 1137528458, 'dn': 'TCC: Theory of Cryptography Conference', 'sn': 'tcc', 'norm': '', 'd': '', 'pc': 221, 'pcby': [], 'ccnt': 27752, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.920758852, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2623057608)', 'id': 2623057608, 'dn': 'SPAWC: International Workshop on Signal Processing Advances in Wireless Communications', 'sn': 'spawc', 'norm': '', 'd': '', 'pc': 286, 'pcby': [], 'ccnt': 19946, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9210738553, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1197908299)', 'id': 1197908299, 'dn': 'AmI: Ambient Intelligence', 'sn': 'ami', 'norm': '', 'd': '', 'pc': 285, 'pcby': [], 'ccnt': 19860, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9221993013, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1192710661)', 'id': 1192710661, 'dn': 'MSWiM: Modeling Analysis and Simulation of Wireless and Mobile Systems', 'sn': 'mswim', 'norm': '', 'd': '', 'pc': 198, 'pcby': [], 'ccnt': 15933, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9251747178, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2625909334)', 'id': 2625909334, 'dn': 'CODES+ISSS: International Conference on Hardware/Software Codesign and System Synthesis', 'sn': 'codes+isss', 'norm': '', 'd': '', 'pc': 256, 'pcby': [], 'ccnt': 14710, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9282121164, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2238538125)', 'id': 2238538125, 'dn': 'ACC: American Control Conference', 'sn': 'acc', 'norm': '', 'd': '', 'pc': 311, 'pcby': [], 'ccnt': 218759, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.935170718, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755068430)', 'id': 2755068430, 'dn': 'IEEE SCC: IEEE International Conference on Services Computing', 'sn': 'ieee scc', 'norm': '', 'd': '', 'pc': 289, 'pcby': [], 'ccnt': 16438, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9376018672, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1185773761)', 'id': 1185773761, 'dn': 'DCC: Data Compression Conference', 'sn': 'dcc', 'norm': '', 'd': '', 'pc': 274, 'pcby': [], 'ccnt': 28769, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9400693027, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1201788207)', 'id': 1201788207, 'dn': 'MMSP: Multimedia Signal Processing', 'sn': 'mmsp', 'norm': '', 'd': '', 'pc': 299, 'pcby': [], 'ccnt': 22877, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9430194373, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754869338)', 'id': 2754869338, 'dn': '3DV: International Conference on 3D Vision', 'sn': '3dv', 'norm': '', 'd': '', 'pc': 161, 'pcby': [], 'ccnt': 9305, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9438514355, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1180629300)', 'id': 1180629300, 'dn': 'MASCOTS: Modeling, Analysis, and Simulation On Computer and Telecommunication Systems', 'sn': 'mascots', 'norm': '', 'd': '', 'pc': 246, 'pcby': [], 'ccnt': 21339, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9458264009, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1129667634)', 'id': 1129667634, 'dn': 'CGO: Symposium on Code Generation and Optimization', 'sn': 'cgo', 'norm': '', 'd': '', 'pc': 223, 'pcby': [], 'ccnt': 16715, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9474995963, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2539392191)', 'id': 2539392191, 'dn': 'EWSN: International Conference on Embedded Wireless Systems and Networks', 'sn': 'ewsn', 'norm': '', 'd': '', 'pc': 184, 'pcby': [], 'ccnt': 11360, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9486250527, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1203869711)', 'id': 1203869711, 'dn': 'IISWC: IEEE International Symposium on Workload Characterization', 'sn': 'iiswc', 'norm': '', 'd': '', 'pc': 150, 'pcby': [], 'ccnt': 14951, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9509732581, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2756397737)', 'id': 2756397737, 'dn': 'TETT: Transactions on Emerging Telecommunications Technologies', 'sn': 'tett', 'norm': '', 'd': '', 'pc': 102, 'pcby': [], 'ccnt': 24501, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9515892631, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622908915)', 'id': 2622908915, 'dn': 'IMS: International Microwave Symposium', 'sn': 'ims', 'norm': '', 'd': '', 'pc': 289, 'pcby': [], 'ccnt': 176151, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9534753499, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1140961231)', 'id': 1140961231, 'dn': 'IIS: Intelligent Information Systems', 'sn': 'iis', 'norm': '', 'd': '', 'pc': 209, 'pcby': [], 'ccnt': 27446, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9539748297, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1120693805)', 'id': 1120693805, 'dn': 'CI: Computational Intelligence', 'sn': 'ci', 'norm': '', 'd': '', 'pc': 295, 'pcby': [], 'ccnt': 45618, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9618762492, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2758283624)', 'id': 2758283624, 'dn': 'FSE: Fast Software Encryption', 'sn': 'fse', 'norm': '', 'd': '', 'pc': 166, 'pcby': [], 'ccnt': 25260, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9658071897, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2760662195)', 'id': 2760662195, 'dn': 'WSMT: Workshop on Statistical Machine Translation', 'sn': 'wsmt', 'norm': '', 'd': '', 'pc': 199, 'pcby': [], 'ccnt': 13591, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9712604067, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622739841)', 'id': 2622739841, 'dn': 'ICSP: International Conference on Signal Processing', 'sn': 'icsp', 'norm': '', 'd': '', 'pc': 361, 'pcby': [], 'ccnt': 39912, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9772179024, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2758845705)', 'id': 2758845705, 'dn': 'SCA: Symposium on Computer Animation', 'sn': 'sca', 'norm': '', 'd': '', 'pc': 215, 'pcby': [], 'ccnt': 23787, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9849515777, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2724712181)', 'id': 2724712181, 'dn': 'SIGDIAL: Annual Meeting of the Special Interest Group on Discourse and Dialogue', 'sn': 'sigdial', 'norm': '', 'd': '', 'pc': 243, 'pcby': [], 'ccnt': 11087, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.989456079, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2623571572)', 'id': 2623571572, 'dn': 'IECON: Conference of the Industrial Electronics Society', 'sn': 'iecon', 'norm': '', 'd': '', 'pc': 364, 'pcby': [], 'ccnt': 106356, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9924434818, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622648920)', 'id': 2622648920, 'dn': 'PVSC: Photovoltaic Specialists Conference', 'sn': 'pvsc', 'norm': '', 'd': '', 'pc': 242, 'pcby': [], 'ccnt': 59838, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9945407062, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1145089474)', 'id': 1145089474, 'dn': 'ICT: International Conference on Telecommunications', 'sn': 'ict', 'norm': '', 'd': '', 'pc': 310, 'pcby': [], 'ccnt': 25093, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -13.9954173449, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2533150121)', 'id': 2533150121, 'dn': 'PKC: Public Key Cryptography', 'sn': 'pkc', 'norm': '', 'd': '', 'pc': 216, 'pcby': [], 'ccnt': 28905, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0001897242, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1163264588)', 'id': 1163264588, 'dn': 'Euro-Par: European Conference on Parallel Processing', 'sn': 'euro-par', 'norm': '', 'd': '', 'pc': 272, 'pcby': [], 'ccnt': 25346, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0012806982, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2760694600)', 'id': 2760694600, 'dn': 'CT-RSA: The Cryptographers’ Track at the RSA Conference', 'sn': 'ct-rsa', 'norm': '', 'd': '', 'pc': 175, 'pcby': [], 'ccnt': 18422, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0118451616, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622668024)', 'id': 2622668024, 'dn': 'SmartGridComm: International Conference on Smart Grid Communications', 'sn': 'smartgridcomm', 'norm': '', 'd': '', 'pc': 159, 'pcby': [], 'ccnt': 18388, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0227836954, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1134913378)', 'id': 1134913378, 'dn': 'NOSSDAV: Network and Operating System Support for Digital Audio and Video', 'sn': 'nossdav', 'norm': '', 'd': '', 'pc': 183, 'pcby': [], 'ccnt': 15749, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0237200547, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2623176867)', 'id': 2623176867, 'dn': 'ARES: Availability, Reliability and Security', 'sn': 'ares', 'norm': '', 'd': '', 'pc': 296, 'pcby': [], 'ccnt': 16551, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.028797334, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1156586875)', 'id': 1156586875, 'dn': 'CLEF: Cross-Language Evaluation Forum', 'sn': 'clef', 'norm': '', 'd': '', 'pc': 245, 'pcby': [], 'ccnt': 15084, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0298007531, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2626098776)', 'id': 2626098776, 'dn': 'WebSci: Web Science', 'sn': 'websci', 'norm': '', 'd': '', 'pc': 150, 'pcby': [], 'ccnt': 151728, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0348475128, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1143160721)', 'id': 1143160721, 'dn': 'COMPSAC: Computer Software and Applications Conference', 'sn': 'compsac', 'norm': '', 'd': '', 'pc': 322, 'pcby': [], 'ccnt': 35493, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.03890699, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1161701531)', 'id': 1161701531, 'dn': 'WiMob: Wireless and Mobile Computing, Networking and Communications', 'sn': 'wimob', 'norm': '', 'd': '', 'pc': 238, 'pcby': [], 'ccnt': 12584, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0429558715, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1193787109)', 'id': 1193787109, 'dn': 'PPSN: Parallel Problem Solving from Nature', 'sn': 'ppsn', 'norm': '', 'd': '', 'pc': 206, 'pcby': [], 'ccnt': 42859, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0460579835, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1136861413)', 'id': 1136861413, 'dn': 'ESOP: European Symposium on Programming', 'sn': 'esop', 'norm': '', 'd': '', 'pc': 241, 'pcby': [], 'ccnt': 24300, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0496431079, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1194409624)', 'id': 1194409624, 'dn': 'ASONAM: Advances in Social Networks Analysis and Mining', 'sn': 'asonam', 'norm': '', 'd': '', 'pc': 283, 'pcby': [], 'ccnt': 15191, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0507353483, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2624464780)', 'id': 2624464780, 'dn': 'BTAS: International Conference on Biometrics: Theory, Applications and Systems', 'sn': 'btas', 'norm': '', 'd': '', 'pc': 226, 'pcby': [], 'ccnt': 12051, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0542426827, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1192165265)', 'id': 1192165265, 'dn': 'VEE: Virtual Execution Environments', 'sn': 'vee', 'norm': '', 'd': '', 'pc': 140, 'pcby': [], 'ccnt': 10441, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0646694803, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1162226489)', 'id': 1162226489, 'dn': 'EMSOFT: Embedded Software', 'sn': 'emsoft', 'norm': '', 'd': '', 'pc': 230, 'pcby': [], 'ccnt': 13956, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0716248091, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1176361994)', 'id': 1176361994, 'dn': 'SACMAT: Symposium on Access Control Models and Technologies', 'sn': 'sacmat', 'norm': '', 'd': '', 'pc': 197, 'pcby': [], 'ccnt': 15108, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0731830272, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2623493804)', 'id': 2623493804, 'dn': 'ICDCSW: International Conference on Distributed Computing Systems Workshops', 'sn': 'icdcsw', 'norm': '', 'd': '', 'pc': 232, 'pcby': [], 'ccnt': 15802, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0877079465, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757224964)', 'id': 2757224964, 'dn': 'MSST: IEEE Conference on Mass Storage Systems and Technologies', 'sn': 'msst', 'norm': '', 'd': '', 'pc': 132, 'pcby': [], 'ccnt': 10630, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0907030984, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1188420132)', 'id': 1188420132, 'dn': 'HotNets: Hot Topics in Networks', 'sn': 'hotnets', 'norm': '', 'd': '', 'pc': 150, 'pcby': [], 'ccnt': 6043, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0940102029, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1149945488)', 'id': 1149945488, 'dn': 'CIVR: Conference on Image and Video Retrieval', 'sn': 'civr', 'norm': '', 'd': '', 'pc': 161, 'pcby': [], 'ccnt': 15650, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.0950922931, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2624178191)', 'id': 2624178191, 'dn': 'PESC: Power Electronics Specialists Conference', 'sn': 'pesc', 'norm': '', 'd': '', 'pc': 230, 'pcby': [], 'ccnt': 146291, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1010511483, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2533559355)', 'id': 2533559355, 'dn': 'GI: Graphics Interface', 'sn': 'gi', 'norm': '', 'd': '', 'pc': 247, 'pcby': [], 'ccnt': 23741, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1039955691, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1120281879)', 'id': 1120281879, 'dn': 'CIT: Computer and Information Technology', 'sn': 'cit', 'norm': '', 'd': '', 'pc': 283, 'pcby': [], 'ccnt': 24030, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1171792652, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1201110412)', 'id': 1201110412, 'dn': 'ICLP: International Conference on Logic Programming', 'sn': 'iclp', 'norm': '', 'd': '', 'pc': 258, 'pcby': [], 'ccnt': 36290, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1191311462, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2624688297)', 'id': 2624688297, 'dn': 'e-Science: International Conference on e-Science', 'sn': 'e-science', 'norm': '', 'd': '', 'pc': 269, 'pcby': [], 'ccnt': 8196, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1221114274, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1155638383)', 'id': 1155638383, 'dn': 'CIG: Computational Intelligence and Games', 'sn': 'cig', 'norm': '', 'd': '', 'pc': 218, 'pcby': [], 'ccnt': 11532, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1222421629, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1183637428)', 'id': 1183637428, 'dn': 'PSB: Pacific Symposium on Biocomputing', 'sn': 'psb', 'norm': '', 'd': '', 'pc': 207, 'pcby': [], 'ccnt': 34679, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1317480697, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1158833223)', 'id': 1158833223, 'dn': 'ICANN: International Conference on Artificial Neural Networks', 'sn': 'icann', 'norm': '', 'd': '', 'pc': 216, 'pcby': [], 'ccnt': 39574, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1338578527, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2626590808)', 'id': 2626590808, 'dn': 'LAK: Learning Analytics and Knowledge', 'sn': 'lak', 'norm': '', 'd': '', 'pc': 171, 'pcby': [], 'ccnt': 9617, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1347809979, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1193731136)', 'id': 1193731136, 'dn': 'EDM: Educational Data Mining', 'sn': 'edm', 'norm': '', 'd': '', 'pc': 276, 'pcby': [], 'ccnt': 10087, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1373205985, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1190393634)', 'id': 1190393634, 'dn': 'NIME: New Interfaces for Musical Expression', 'sn': 'nime', 'norm': '', 'd': '', 'pc': 298, 'pcby': [], 'ccnt': 11884, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1512040854, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1190496814)', 'id': 1190496814, 'dn': 'MIR: Multimedia Information Retrieval', 'sn': 'mir', 'norm': '', 'd': '', 'pc': 138, 'pcby': [], 'ccnt': 15680, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1513296631, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1173972131)', 'id': 1173972131, 'dn': 'MobiQuitous: International Conference on Mobile and Ubiquitous Systems: Networking and Services', 'sn': 'mobiquitous', 'norm': '', 'd': '', 'pc': 181, 'pcby': [], 'ccnt': 11797, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.1571045192, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1129078273)', 'id': 1129078273, 'dn': 'ITA: Information Theory and Applications', 'sn': 'ita', 'norm': '', 'd': '', 'pc': 170, 'pcby': [], 'ccnt': 10013, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -14.160551713, 'et': 4}"
